Date,Rocket Name,Price,Payload to LEO,Payload to GTO,Location,Outcome
2025-06-07T04:54:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-06-08T14:20:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-06-10T13:05:40Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-06-11T15:31:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-06-13T01:54:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-06-13T15:29:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-06-14T07:56:00Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-06-17T03:36:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-06-18T05:55:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-06-19T03:01:20Z,Angara A5/Briz-M,"$31,000,000",24.50,5.40,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2025-06-20T12:37:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-06-23T05:58:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-06-23T10:54:30Z,Atlas V 551,"$153,000,000",18.85,8.89,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-06-23T21:25:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-06-25T06:31:52Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-06-25T19:54:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-06-26T17:28:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-06-28T04:26:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-06-28T07:08:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-06-28T16:33:03Z,H-IIA 202,"$90,000,000",10.00,4.10,"Tanegashima Space Center, Japan",Launch Successful
2025-06-28T17:13:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-06-29T14:39:56Z,New Shepard,N/A,N/A,N/A,"Corn Ranch, Van Horn, TX, USA",Launch Successful
2025-07-01T21:04:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-07-02T06:28:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-07-03T09:35:00Z,Long March 4C,N/A,N/A,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-07-03T19:32:40Z,Soyuz 2.1a,"$80,000,000",7.02,2.81,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2025-07-08T08:21:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-07-13T05:04:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-07-14T21:34:23Z,Long March 7,N/A,13.50,5.50,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-07-16T02:05:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-07-16T06:30:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-07-19T03:52:59Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-07-22T21:12:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-07-23T18:13:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-07-25T05:54:04Z,Soyuz 2.1b Fregat-M,"$48,500,000",8.20,3.25,"Vostochny Cosmodrome, Siberia, Russian Federation",Launch Successful
2025-07-26T02:03:48Z,Vega-C,"$48,000,000",3.30,N/A,"Guiana Space Centre, French Guiana",Launch Successful
2025-07-26T09:01:40Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-07-27T04:31:09Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-07-27T10:03:00Z,Long March 6A,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2025-07-29T04:11:00Z,Hyperbola-1,N/A,0.30,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-07-29T22:35:00Z,Eris Block 1,N/A,0.30,N/A,Bowen Orbital Spaceport,Launch Failure
2025-07-30T03:37:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-07-30T07:49:00Z,Long March 8A,N/A,9.80,3.50,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-07-30T12:10:00Z,GSLV Mk. II,N/A,N/A,2.50,"Satish Dhawan Space Centre, India",Launch Successful
2025-07-31T02:00:00Z,Kuaizhou 1A,N/A,0.30,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-07-31T18:35:09Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-08-01T15:43:42Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-08-03T12:42:16Z,New Shepard,N/A,N/A,N/A,"Corn Ranch, Van Horn, TX, USA",Launch Successful
2025-08-04T07:57:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-08-04T10:21:00Z,Long March 12,N/A,12.00,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-08-05T04:10:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-08-08T16:31:00Z,Smart Dragon 3,N/A,N/A,N/A,Haiyang Oriental Spaceport,Launch Successful
2025-08-11T12:35:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-08-13T00:37:50Z,Ariane 62,"$85,000,000",10.90,5.10,"Guiana Space Centre, French Guiana",Launch Successful
2025-08-13T00:56:00Z,Vulcan VC4S,N/A,N/A,N/A,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-08-13T06:43:00Z,Long March 5B/YZ-2,N/A,N/A,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-08-14T05:05:37Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-08-14T12:29:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-08-15T01:17:00Z,Zhuque-2E,N/A,6.00,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Failure
2025-08-17T08:55:00Z,Long March 4C,N/A,N/A,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-08-17T14:15:00Z,Long March 6A,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2025-08-18T16:26:49Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-08-19T07:33:00Z,Kinetica 1,N/A,2.00,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-08-20T17:13:10Z,Soyuz 2.1b,"$80,000,000",8.20,3.25,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2025-08-21T09:32:00Z,Angara 1.2,"$31,000,000",3.70,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2025-08-22T03:50:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-08-22T17:04:49Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-08-23T22:42:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-08-24T06:45:36Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-08-25T19:08:00Z,Long March 8A,N/A,9.80,3.50,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-08-26T18:53:41Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-08-26T23:30:00Z,Starship V2,N/A,35.00,N/A,"SpaceX Starbase, TX, USA",Launch Successful
2025-08-27T11:10:40Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-08-28T08:12:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-08-30T04:59:14Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-08-31T11:49:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-09-02T19:30:00Z,Shavit-2,N/A,N/A,N/A,"Palmachim Airbase, State of Israel",Launch Successful
2025-09-03T03:51:26Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-09-03T11:56:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-09-05T02:34:00Z,Long March 3C/YZ-1,N/A,N/A,4.80,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-09-05T11:39:00Z,Ceres-1,N/A,0.35,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-09-05T12:32:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-09-06T16:34:00Z,Long March 6A,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2025-09-06T18:06:39Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-09-08T19:48:00Z,Smart Dragon 3,N/A,N/A,N/A,Haiyang Oriental Spaceport,Launch Successful
2025-09-09T02:00:00Z,Long March 7A,N/A,N/A,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-09-10T14:12:11Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-09-11T15:54:06Z,Soyuz 2.1a,"$80,000,000",7.02,2.81,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2025-09-12T01:56:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-09-13T02:10:00Z,Soyuz 2.1b Fregat,"$80,000,000",8.20,3.25,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2025-09-13T17:55:49Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-09-14T22:11:48Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-09-16T01:06:00Z,Long March 2C/YZ-1S,N/A,3.85,1.25,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-09-18T09:30:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-09-18T13:00:00Z,New Shepard,N/A,N/A,N/A,"Corn Ranch, Van Horn, TX, USA",Launch Successful
2025-09-19T16:31:39Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-09-21T10:53:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-09-22T17:38:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-09-23T00:00:00Z,Electron,"$6,000,000",0.30,N/A,"Wallops Flight Facility, Virginia, USA",Launch Successful
2025-09-24T07:56:00Z,Smart Dragon 3,N/A,N/A,N/A,Haiyang Oriental Spaceport,Launch Successful
2025-09-24T11:30:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-09-25T08:39:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-09-25T12:09:30Z,Atlas V 551,"$153,000,000",18.85,8.89,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-09-26T04:26:29Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-09-26T19:28:00Z,Long March 4C,N/A,N/A,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-09-27T12:40:00Z,Long March 6A,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2025-09-29T02:04:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-09-29T03:00:00Z,Long March 2D,"$30,000,000",3.50,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-10-01T00:28:00Z,Electron,"$6,000,000",0.30,N/A,"Wallops Flight Facility, Virginia, USA",Launch Successful
2025-10-03T14:06:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-10-07T06:46:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-10-08T03:54:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-10-08T13:40:27Z,New Shepard,N/A,N/A,N/A,"Corn Ranch, Van Horn, TX, USA",Launch Successful
2025-10-11T02:20:00Z,Gravity-1,N/A,6.50,N/A,Haiyang Oriental Spaceport,Launch Successful
2025-10-13T10:00:00Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-10-13T23:23:41Z,Starship V2,N/A,35.00,N/A,"SpaceX Starbase, TX, USA",Launch Successful
2025-10-14T01:58:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-10-14T16:33:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-10-15T23:06:06Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-10-16T01:33:00Z,Long March 8A,N/A,9.80,3.50,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-10-16T09:27:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-10-17T07:08:00Z,Long March 6A,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2025-10-19T03:33:00Z,Kinetica 1,N/A,2.00,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-10-19T17:39:40Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-10-19T19:24:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-10-22T14:16:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-10-23T14:30:00Z,Long March 5,N/A,25.00,14.00,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-10-24T01:30:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-10-25T14:20:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-10-26T00:00:15Z,H3-24,"$50,000,000",N/A,7.90,"Tanegashima Space Center, Japan",Launch Successful
2025-10-26T03:55:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-10-26T15:00:40Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-10-28T00:43:49Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-10-29T16:35:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-10-31T15:44:46Z,Long March 2F/G,N/A,8.40,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-10-31T20:41:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-11-02T05:09:59Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-11-02T11:56:00Z,Launch Vehicle Mark-3 (GSLV Mk III),"$46,000,000",10.00,5.00,"Satish Dhawan Space Centre, India",Launch Successful
2025-11-03T03:47:00Z,Long March 7A,N/A,N/A,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-11-04T21:02:17Z,Ariane 62,"$85,000,000",10.90,5.10,"Guiana Space Centre, French Guiana",Launch Successful
2025-11-05T19:51:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-11-06T01:31:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-11-06T21:13:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-11-08T21:01:00Z,Long March 11,N/A,0.50,N/A,Haiyang Oriental Spaceport,Launch Successful
2025-11-09T03:32:00Z,Kinetica 1,N/A,2.00,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-11-09T08:10:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-11-10T02:41:00Z,Long March 12,N/A,12.00,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-11-10T04:02:53Z,Ceres-1,N/A,0.35,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Failure
2025-11-11T03:21:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-11-13T20:55:01Z,New Glenn,N/A,45.00,13.00,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-11-14T03:04:00Z,Atlas V 551,"$153,000,000",18.85,8.89,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-11-15T03:08:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-11-15T06:44:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-11-17T05:21:42Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-11-18T13:00:00Z,Electron,"$6,000,000",0.30,N/A,"Wallops Flight Facility, Virginia, USA",Launch Successful
2025-11-19T00:12:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-11-19T04:01:00Z,Long March 2C,N/A,3.85,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-11-20T12:43:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2025-11-21T03:39:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-11-21T10:55:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-11-22T07:53:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-11-23T08:48:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-11-25T04:11:45Z,Long March 2F/G,N/A,8.40,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-11-25T13:42:00Z,Angara 1.2,"$31,000,000",3.70,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2025-11-26T16:13:00Z,KSLV-2 Nuri,N/A,2.60,N/A,"Naro Space Center, South Korea",Launch Successful
2025-11-27T09:27:57Z,Soyuz 2.1a,"$80,000,000",7.02,2.81,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2025-11-28T18:44:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-11-30T12:20:00Z,Long March 7A,N/A,N/A,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-12-01T07:44:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-12-01T17:21:25Z,Vega-C,"$48,000,000",3.30,N/A,"Guiana Space Centre, French Guiana",Launch Successful
2025-12-02T05:28:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-12-02T22:18:50Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-12-03T04:00:00Z,Zhuque-3,N/A,21.30,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-12-04T20:42:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-12-05T09:00:00Z,Kuaizhou 1A,N/A,0.30,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-12-06T07:53:00Z,Long March 8A,N/A,9.80,3.50,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-12-07T17:58:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-12-08T22:11:00Z,Long March 6A,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2025-12-08T22:26:10Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2025-12-09T03:41:00Z,Long March 4B,N/A,4.20,1.50,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-12-09T15:08:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2025-12-09T19:16:25Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-12-10T04:03:00Z,Kinetica 1,N/A,2.00,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2025-12-10T11:40:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2025-12-11T22:01:20Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2025-12-11T23:00:00Z,Long March 12,N/A,12.00,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2025-12-13T01:08:00Z,Kuaizhou 11,N/A,1.00,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
